show_id,type,title,director,cast,country,language,date_added,release_year,rating,duration,runtime_minutes,listed_in,imdb_score,popularity_score,netflix_original,description
n00258,Movie,Signal of Project 258,Shawn Levy,"Kiara Advani, Ryan Reynolds, Vicky Kaushal",South Korea,Korean,26-10-2024,2022,R,113 min,113,"Drama, Fantasy",6.1,80,TRUE,"Signal of Project 258 is a movie in the Drama, Fantasy category from South Korea."
n00259,Movie,War of Kingdom 259,Shonda Rhimes,"Kriti Sanon, Florence Pugh, Claire Foy",United Kingdom,English,23-04-2024,2024,R,183 min,183,"Fantasy, Drama, Family",7.3,80,FALSE,"War of Kingdom 259 is a movie in the Fantasy, Drama, Family category from United Kingdom."
n00260,Movie,Mystery of Mystery 260,Rian Johnson,"Radhika Apte, Penn Badgley, Millie Bobby Brown",South Korea,Korean,17-12-2016,2005,TV-MA,99 min,99,War,7.9,50,TRUE,Mystery of Mystery 260 is a movie in the War category from South Korea.
n00261,Movie,Trial of Mystery 261,Zoya Akhtar,"Henry Cavill, Dev Patel, Anya Taylor-Joy",United States,English,27-05-2022,2021,TV-MA,145 min,145,"Sci-Fi, Drama, War",7.6,81,TRUE,"Trial of Mystery 261 is a movie in the Sci-Fi, Drama, War category from United States."
n00262,Movie,Road of Season 262,Álex Pina,"Kriti Sanon, Dev Patel, Chris Hemsworth",United States,Spanish,24-12-2022,2022,TV-MA,79 min,79,History,7,58,FALSE,Road of Season 262 is a movie in the History category from United States.
n00263,Movie,Never Have I Ever: Origins,Ava DuVernay,"Regé-Jean Page, Chris Hemsworth, Florence Pugh",India,Telugu,04-10-2022,2021,TV-MA,133 min,133,"Animation, Crime",5.8,72,TRUE,"Never Have I Ever: Origins is a movie in the Animation, Crime category from India."
n00264,TV Show,Night of Kingdom 264,Mike Flanagan,"Lee Jung-jae, Millie Bobby Brown, Ryan Reynolds",Canada,English,27-04-2021,2019,TV-MA,2 Seasons,,"Sports, War, Romance",6.1,95,TRUE,"Night of Kingdom 264 is a tv show in the Sports, War, Romance category from Canada."
n00265,Movie,Dream of Kingdom 265,Lana Wachowski,"Alia Bhatt, Kiara Advani, Úrsula Corberó",Canada,French,05-10-2021,2021,TV-MA,76 min,76,"Adventure, Mystery",5.2,85,TRUE,"Dream of Kingdom 265 is a movie in the Adventure, Mystery category from Canada."
n00266,Movie,Legacy of Trial 266,Bong Joon-ho,"Lee Jung-jae, Jenna Ortega, Rajkummar Rao",United Kingdom,English,24-03-2017,2008,TV-MA,183 min,183,Mystery,6.2,88,TRUE,Legacy of Trial 266 is a movie in the Mystery category from United Kingdom.
n00267,TV Show,Dream of Files 267,Martin Scorsese,"Ana de Armas, Lee Jung-jae, Adam Driver",United States,Spanish,08-11-2018,2018,TV-MA,1 Season,,"Documentary, War",7,97,FALSE,"Dream of Files 267 is a tv show in the Documentary, War category from United States."
n00268,TV Show,Club of Road 268,Greta Gerwig,"Úrsula Corberó, Lee Jung-jae, Rajkummar Rao",United States,English,21-05-2023,2022,TV-PG,3 Seasons,,Mystery,8.2,66,TRUE,Club of Road 268 is a tv show in the Mystery category from United States.
n00269,Movie,Night of Dream 269,Greta Gerwig,"Dev Patel, Úrsula Corberó, Chris Hemsworth",Australia,English,12-11-2020,2002,PG,88 min,88,Animation,8.2,78,TRUE,Night of Dream 269 is a movie in the Animation category from Australia.
n00270,Movie,Shadow of Dream 270,Martin Scorsese,"Claire Foy, Scarlett Johansson, Úrsula Corberó",United Kingdom,English,10-04-2018,2018,TV-14,179 min,179,"Sci-Fi, Documentary",6.2,75,FALSE,"Shadow of Dream 270 is a movie in the Sci-Fi, Documentary category from United Kingdom."
n00271,Movie,The Platform: Reborn,Rian Johnson,"Jenna Ortega, Song Kang, Millie Bobby Brown",United Kingdom,English,27-12-2020,2012,TV-14,123 min,123,"Romance, Comedy",7.7,71,TRUE,"The Platform: Reborn is a movie in the Romance, Comedy category from United Kingdom."
n00272,Movie,Road of Project 272,Álex Pina,"Chris Hemsworth, Úrsula Corberó, Song Kang",South Korea,Korean,15-09-2016,1999,TV-14,88 min,88,"Thriller, Family, Crime",8.5,37,TRUE,"Road of Project 272 is a movie in the Thriller, Family, Crime category from South Korea."
n00273,Movie,Wednesday: Reborn,Noah Baumbach,"Vicky Kaushal, Regé-Jean Page, Scarlett Johansson",United States,English,02-10-2022,2006,R,182 min,182,"Sci-Fi, Romance",6.6,82,FALSE,"Wednesday: Reborn is a movie in the Sci-Fi, Romance category from United States."
n00274,Movie,Road of Kingdom 274,Hwang Dong-hyuk,"Dev Patel, Lee Jung-jae, Rajkummar Rao",United States,English,15-09-2024,2017,TV-14,164 min,164,"Drama, Comedy, Animation",6.5,78,FALSE,"Road of Kingdom 274 is a movie in the Drama, Comedy, Animation category from United States."
n00275,Movie,Elite: Reborn,Bong Joon-ho,"Ryan Reynolds, Song Kang, Úrsula Corberó",India,Telugu,26-03-2021,2007,TV-14,142 min,142,"Crime, Comedy",8,81,TRUE,"Elite: Reborn is a movie in the Crime, Comedy category from India."
n00276,Movie,Trial of Mystery 276,Greta Gerwig,"Alia Bhatt, Henry Cavill, Claire Foy",United States,Spanish,17-07-2023,2000,TV-14,108 min,108,"Comedy, Sci-Fi, War",6.3,72,FALSE,"Trial of Mystery 276 is a movie in the Comedy, Sci-Fi, War category from United States."
n00277,Movie,Diary of Project 277,Greta Gerwig,"Jenna Ortega, Scarlett Johansson, Chris Hemsworth",India,Tamil,05-01-2016,2007,TV-14,110 min,110,Romance,7,75,TRUE,Diary of Project 277 is a movie in the Romance category from India.
n00278,Movie,Code of Trial 278,Lana Wachowski,"Kriti Sanon, Scarlett Johansson, Úrsula Corberó",India,Telugu,20-10-2022,2007,TV-14,185 min,185,"Sci-Fi, Drama",6.2,62,FALSE,"Code of Trial 278 is a movie in the Sci-Fi, Drama category from India."
n00279,Movie,Signal of Project 279,Bong Joon-ho,"Adam Driver, Regé-Jean Page, Vicky Kaushal",United States,English,21-06-2021,2021,TV-MA,176 min,176,"Comedy, Documentary, War",7,100,TRUE,"Signal of Project 279 is a movie in the Comedy, Documentary, War category from United States."
n00280,Movie,Signal of Dream 280,Álex Pina,"Anya Taylor-Joy, Ana de Armas, Ryan Reynolds",Australia,English,04-10-2023,2005,R,152 min,152,"Documentary, War",7.7,83,TRUE,"Signal of Dream 280 is a movie in the Documentary, War category from Australia."
n00281,Movie,War of Kingdom 281,Shawn Levy,"Scarlett Johansson, Rajkummar Rao, Úrsula Corberó",Spain,Spanish,24-08-2020,2020,TV-MA,106 min,106,Mystery,9.1,55,FALSE,War of Kingdom 281 is a movie in the Mystery category from Spain.
n00282,Movie,Enola Holmes: Origins,Rian Johnson,"Dev Patel, Rajkummar Rao, Úrsula Corberó",United States,English,07-12-2016,2005,TV-MA,116 min,116,Adventure,7,60,FALSE,Enola Holmes: Origins is a movie in the Adventure category from United States.
n00283,Movie,Season of Diary 283,Álex Pina,"Henry Cavill, Chris Hemsworth, Daniel Craig",Germany,German,07-10-2018,2015,TV-PG,85 min,85,"Comedy, Action, War",7.1,58,FALSE,"Season of Diary 283 is a movie in the Comedy, Action, War category from Germany."
n00284,Movie,Trial of Night 284,Mike Flanagan,"Adam Driver, Penn Badgley, Ana de Armas",Canada,French,15-06-2019,2015,R,137 min,137,Adventure,6.7,100,TRUE,Trial of Night 284 is a movie in the Adventure category from Canada.
n00285,Movie,Signal of Empire 285,Martin Scorsese,"Millie Bobby Brown, Ryan Reynolds, Úrsula Corberó",Japan,Japanese,03-08-2020,1997,R,175 min,175,Comedy,8,64,FALSE,Signal of Empire 285 is a movie in the Comedy category from Japan.
n00286,TV Show,War of Road 286,Lana Wachowski,"Scarlett Johansson, Penn Badgley, Anya Taylor-Joy",India,Tamil,24-04-2016,2014,TV-MA,4 Seasons,,"Horror, Reality TV",7.7,93,TRUE,"War of Road 286 is a tv show in the Horror, Reality TV category from India."
n00287,TV Show,All Quiet on the Western Front: Untold,David Fincher,"Daniel Craig, Alia Bhatt, Ryan Reynolds",United States,English,10-06-2021,2013,R,1 Season,,"War, Animation, Horror",7.3,78,FALSE,"All Quiet on the Western Front: Untold is a tv show in the War, Animation, Horror category from United States."
n00288,Movie,Code of Files 288,Ava DuVernay,"Song Kang, Vicky Kaushal, Lee Jung-jae",United States,Spanish,25-02-2019,2012,R,93 min,93,"Romance, Animation, War",6.3,51,TRUE,"Code of Files 288 is a movie in the Romance, Animation, War category from United States."
n00289,Movie,Code of City 289,Mike Flanagan,"Kriti Sanon, Jenna Ortega, Claire Foy",India,Telugu,05-12-2024,2024,PG,183 min,183,"Documentary, Romance",5.9,82,FALSE,"Code of City 289 is a movie in the Documentary, Romance category from India."
n00290,Movie,Diary of City 290,Vikramaditya Motwane,"Rajkummar Rao, Henry Cavill, Ana de Armas",Canada,English,18-01-2021,1995,TV-PG,132 min,132,"Action, Thriller",6.6,88,TRUE,"Diary of City 290 is a movie in the Action, Thriller category from Canada."
n00291,Movie,Signal of Shadow 291,Zoya Akhtar,"Radhika Apte, Claire Foy, Kriti Sanon",United Kingdom,English,20-11-2020,2009,PG,181 min,181,"History, Comedy",7.9,87,TRUE,"Signal of Shadow 291 is a movie in the History, Comedy category from United Kingdom."
n00292,Movie,Trial of Love 292,Mike Flanagan,"Chris Hemsworth, Daniel Craig, Kiara Advani",United States,Spanish,04-08-2020,2020,TV-MA,120 min,120,"Family, Romance, Fantasy",6.2,59,TRUE,"Trial of Love 292 is a movie in the Family, Romance, Fantasy category from United States."
n00293,TV Show,The Sandman: Aftermath,Hwang Dong-hyuk,"Adam Driver, Henry Cavill, Penn Badgley",India,Hindi,11-11-2022,2018,TV-MA,1 Season,,History,6.3,53,TRUE,The Sandman: Aftermath is a tv show in the History category from India.
n00294,Movie,Season of Legacy 294,Shawn Levy,"Scarlett Johansson, Adam Driver, Florence Pugh",United States,Spanish,07-03-2021,2021,R,85 min,85,History,5.9,100,TRUE,Season of Legacy 294 is a movie in the History category from United States.
n00295,Movie,Shadow of Trial 295,Álex Pina,"Ana de Armas, Vicky Kaushal, Ryan Reynolds",Canada,French,07-03-2018,2003,TV-14,85 min,85,Sci-Fi,5.6,96,FALSE,Shadow of Trial 295 is a movie in the Sci-Fi category from Canada.
n00296,TV Show,Shadow of City 296,Baran bo Odar,"Alia Bhatt, Penn Badgley, Radhika Apte",Turkey,Turkish,21-05-2024,2011,TV-MA,3 Seasons,,"Animation, War",7.3,65,TRUE,"Shadow of City 296 is a tv show in the Animation, War category from Turkey."
n00297,Movie,Sacred Games: The Final Chapter,Zoya Akhtar,"Ana de Armas, Kriti Sanon, Jenna Ortega",United States,English,28-02-2021,2021,TV-MA,104 min,104,"Sci-Fi, Romance, Thriller",6,85,TRUE,"Sacred Games: The Final Chapter is a movie in the Sci-Fi, Romance, Thriller category from United States."
n00298,Movie,Lupin: The Final Chapter,Martin Scorsese,"Scarlett Johansson, Chris Hemsworth, Anya Taylor-Joy",United States,English,09-11-2019,2019,R,124 min,124,War,6.7,69,FALSE,Lupin: The Final Chapter is a movie in the War category from United States.
n00299,Movie,Project of Love 299,Álex Pina,"Song Kang, Ryan Reynolds, Penn Badgley",Germany,German,31-08-2019,2010,R,172 min,172,"Action, Comedy",9.3,100,FALSE,"Project of Love 299 is a movie in the Action, Comedy category from Germany."
n00300,Movie,Legacy of Code 300,Alfonso Cuarón,"Millie Bobby Brown, Song Kang, Kiara Advani",United States,Spanish,24-12-2020,2020,TV-MA,96 min,96,"Family, War, Mystery",6.4,97,FALSE,"Legacy of Code 300 is a movie in the Family, War, Mystery category from United States."
n00301,Movie,City of Night 301,Álex Pina,"Anya Taylor-Joy, Adam Driver, Rajkummar Rao",Spain,Spanish,09-10-2016,2005,TV-14,133 min,133,"Romance, Family, Sports",8,62,FALSE,"City of Night 301 is a movie in the Romance, Family, Sports category from Spain."
n00302,TV Show,The Crown: Aftermath,Noah Baumbach,"Scarlett Johansson, Ana de Armas, Kriti Sanon",South Korea,Korean,13-12-2021,2015,TV-14,4 Seasons,,Family,7.5,85,TRUE,The Crown: Aftermath is a tv show in the Family category from South Korea.
n00303,Movie,Secret of Club 303,Ava DuVernay,"Regé-Jean Page, Scarlett Johansson, Adam Driver",Germany,German,05-05-2020,2018,TV-MA,99 min,99,"History, Crime",8.5,70,TRUE,"Secret of Club 303 is a movie in the History, Crime category from Germany."
n00304,TV Show,City of Mystery 304,David Fincher,"Alia Bhatt, Ana de Armas, Daniel Craig",United States,English,08-09-2016,1999,TV-14,1 Season,,"Romance, Crime, Documentary",7,76,TRUE,"City of Mystery 304 is a tv show in the Romance, Crime, Documentary category from United States."
n00305,Movie,City of Signal 305,Noah Baumbach,"Jenna Ortega, Henry Cavill, Millie Bobby Brown",Japan,Japanese,17-10-2022,2018,PG-13,124 min,124,"Adventure, Thriller, Comedy",7.1,72,FALSE,"City of Signal 305 is a movie in the Adventure, Thriller, Comedy category from Japan."
n00306,Movie,Signal of Files 306,Baran bo Odar,"Ana de Armas, Rajkummar Rao, Vicky Kaushal",India,English,27-05-2020,2020,TV-14,144 min,144,"Adventure, Documentary",7,88,FALSE,"Signal of Files 306 is a movie in the Adventure, Documentary category from India."
n00307,TV Show,City of Club 307,Bong Joon-ho,"Florence Pugh, Henry Cavill, Claire Foy",Germany,German,07-06-2021,2007,PG,1 Season,,Romance,8,71,TRUE,City of Club 307 is a tv show in the Romance category from Germany.
n00308,Movie,Night of Game 308,Alfonso Cuarón,"Lee Jung-jae, Henry Cavill, Florence Pugh",United Kingdom,English,08-04-2024,2015,PG-13,108 min,108,History,6.6,67,TRUE,Night of Game 308 is a movie in the History category from United Kingdom.
n00309,Movie,Diary of Kingdom 309,Shawn Levy,"Jenna Ortega, Kiara Advani, Alia Bhatt",Japan,Japanese,13-08-2017,1999,TV-14,104 min,104,"Fantasy, History",7.5,84,TRUE,"Diary of Kingdom 309 is a movie in the Fantasy, History category from Japan."
n00310,TV Show,Road of Night 310,Shonda Rhimes,"Anya Taylor-Joy, Lee Jung-jae, Millie Bobby Brown",United Kingdom,English,14-03-2023,2023,TV-PG,1 Season,,"War, Romance",8.9,64,TRUE,"Road of Night 310 is a tv show in the War, Romance category from United Kingdom."
n00311,TV Show,Black Mirror: The Final Chapter,Ryan Murphy,"Penn Badgley, Rajkummar Rao, Alia Bhatt",United States,English,08-12-2021,2021,R,3 Seasons,,Animation,7.5,66,FALSE,Black Mirror: The Final Chapter is a tv show in the Animation category from United States.
n00312,TV Show,War of Signal 312,Alfonso Cuarón,"Radhika Apte, Millie Bobby Brown, Ana de Armas",United States,Spanish,02-12-2017,2014,TV-MA,2 Seasons,,Animation,5.9,70,TRUE,War of Signal 312 is a tv show in the Animation category from United States.
n00313,TV Show,Peaky Blinders: Reborn,Baran bo Odar,"Henry Cavill, Florence Pugh, Scarlett Johansson",India,Tamil,16-09-2018,2018,TV-MA,2 Seasons,,"History, Romance",6.4,86,TRUE,"Peaky Blinders: Reborn is a tv show in the History, Romance category from India."
n00314,Movie,The OA: Untold,Zoya Akhtar,"Radhika Apte, Dev Patel, Rajkummar Rao",United Kingdom,English,10-03-2019,2015,TV-MA,157 min,157,"War, Comedy",7.3,50,FALSE,"The OA: Untold is a movie in the War, Comedy category from United Kingdom."
n00315,Movie,Code of War 315,Noah Baumbach,"Regé-Jean Page, Dev Patel, Kiara Advani",Germany,German,11-09-2023,2016,TV-MA,124 min,124,Reality TV,7.6,83,FALSE,Code of War 315 is a movie in the Reality TV category from Germany.
n00316,TV Show,House of Empire 316,Zoya Akhtar,"Scarlett Johansson, Vicky Kaushal, Penn Badgley",Italy,Italian,18-04-2022,2022,TV-14,4 Seasons,,"Sci-Fi, Adventure",6.8,100,TRUE,"House of Empire 316 is a tv show in the Sci-Fi, Adventure category from Italy."
n00317,TV Show,Signal of Legacy 317,Greta Gerwig,"Daniel Craig, Penn Badgley, Vicky Kaushal",United Kingdom,English,26-11-2019,2019,TV-14,3 Seasons,,Drama,8,61,TRUE,Signal of Legacy 317 is a tv show in the Drama category from United Kingdom.
n00318,TV Show,Island of Files 318,Steven Soderbergh,"Scarlett Johansson, Jenna Ortega, Úrsula Corberó",India,English,02-09-2024,2001,TV-MA,5 Seasons,,"Adventure, Crime",5.8,84,TRUE,"Island of Files 318 is a tv show in the Adventure, Crime category from India."
n00319,Movie,Darlings: Aftermath,Ava DuVernay,"Kriti Sanon, Penn Badgley, Lee Jung-jae",France,French,27-09-2020,2007,TV-14,86 min,86,"Sci-Fi, Sports",6.7,74,FALSE,"Darlings: Aftermath is a movie in the Sci-Fi, Sports category from France."
n00320,Movie,Game of Island 320,Ryan Murphy,"Anya Taylor-Joy, Regé-Jean Page, Adam Driver",Australia,English,22-05-2017,1995,TV-MA,120 min,120,Crime,8,72,TRUE,Game of Island 320 is a movie in the Crime category from Australia.
n00321,Movie,House of Chronicles 321,Martin Scorsese,"Millie Bobby Brown, Regé-Jean Page, Alia Bhatt",United States,Spanish,27-01-2020,2017,TV-14,135 min,135,"Adventure, History",8.4,83,TRUE,"House of Chronicles 321 is a movie in the Adventure, History category from United States."
n00322,Movie,Cobra Kai: The Final Chapter,David Fincher,"Daniel Craig, Úrsula Corberó, Ana de Armas",India,Tamil,24-08-2024,2024,TV-MA,86 min,86,"History, Mystery, Reality TV",6.5,68,TRUE,"Cobra Kai: The Final Chapter is a movie in the History, Mystery, Reality TV category from India."
n00323,Movie,All Quiet on the Western Front: Aftermath,Greta Gerwig,"Daniel Craig, Jenna Ortega, Claire Foy",United States,Spanish,06-09-2021,2018,TV-PG,106 min,106,"Reality TV, Horror",5.7,56,FALSE,"All Quiet on the Western Front: Aftermath is a movie in the Reality TV, Horror category from United States."
n00324,Movie,Dream of Legacy 324,Mike Flanagan,"Ana de Armas, Daniel Craig, Jenna Ortega",Canada,English,07-08-2022,2022,PG,78 min,78,"Reality TV, Documentary",6.3,58,TRUE,"Dream of Legacy 324 is a movie in the Reality TV, Documentary category from Canada."
n00325,Movie,Club of Diary 325,Hwang Dong-hyuk,"Millie Bobby Brown, Penn Badgley, Chris Hemsworth",India,Tamil,25-04-2018,2018,TV-MA,161 min,161,"Reality TV, Romance",6.1,81,TRUE,"Club of Diary 325 is a movie in the Reality TV, Romance category from India."
n00326,TV Show,Mystery of House 326,Martin Scorsese,"Claire Foy, Chris Hemsworth, Jenna Ortega",United States,Spanish,02-05-2024,2000,TV-MA,2 Seasons,,"Documentary, Animation, Mystery",6.3,82,TRUE,"Mystery of House 326 is a tv show in the Documentary, Animation, Mystery category from United States."
n00327,Movie,Dream of Club 327,Vikramaditya Motwane,"Daniel Craig, Florence Pugh, Scarlett Johansson",United States,English,23-08-2023,2022,TV-MA,151 min,151,"Adventure, Reality TV",7.3,94,TRUE,"Dream of Club 327 is a movie in the Adventure, Reality TV category from United States."
n00328,TV Show,Road of Road 328,Bong Joon-ho,"Jenna Ortega, Lee Jung-jae, Anya Taylor-Joy",United Kingdom,English,08-10-2019,2019,TV-14,2 Seasons,,"Sports, Mystery",6.9,90,FALSE,"Road of Road 328 is a tv show in the Sports, Mystery category from United Kingdom."
n00329,TV Show,Island of Project 329,Rian Johnson,"Chris Hemsworth, Anya Taylor-Joy, Vicky Kaushal",United Kingdom,English,16-06-2021,2021,TV-14,2 Seasons,,"Sci-Fi, War",6.9,44,TRUE,"Island of Project 329 is a tv show in the Sci-Fi, War category from United Kingdom."
n00330,Movie,Secret of Night 330,Greta Gerwig,"Ana de Armas, Lee Jung-jae, Kiara Advani",United States,Spanish,01-03-2020,2020,PG-13,108 min,108,"Action, Documentary",6.1,77,TRUE,"Secret of Night 330 is a movie in the Action, Documentary category from United States."
n00331,Movie,Trial of Game 331,Hwang Dong-hyuk,"Florence Pugh, Dev Patel, Scarlett Johansson",United States,Spanish,26-01-2017,1996,TV-MA,176 min,176,"Reality TV, History",6.8,76,TRUE,"Trial of Game 331 is a movie in the Reality TV, History category from United States."
n00332,Movie,Code of City 332,Greta Gerwig,"Dev Patel, Lee Jung-jae, Radhika Apte",Japan,Japanese,27-06-2017,2007,TV-MA,166 min,166,"Reality TV, Action, Animation",7.5,45,TRUE,"Code of City 332 is a movie in the Reality TV, Action, Animation category from Japan."
n00333,Movie,Empire of Love 333,Greta Gerwig,"Jenna Ortega, Claire Foy, Lee Jung-jae",United States,Spanish,29-01-2024,2001,TV-MA,140 min,140,"Animation, Sports, Fantasy",5.8,77,FALSE,"Empire of Love 333 is a movie in the Animation, Sports, Fantasy category from United States."
n00334,Movie,Island of Files 334,Steven Soderbergh,"Ana de Armas, Úrsula Corberó, Jenna Ortega",France,French,21-12-2024,2024,TV-14,77 min,77,"Sci-Fi, Crime, Mystery",8,77,TRUE,"Island of Files 334 is a movie in the Sci-Fi, Crime, Mystery category from France."
n00335,Movie,Road of Signal 335,Zoya Akhtar,"Kiara Advani, Kriti Sanon, Penn Badgley",Japan,Japanese,12-02-2021,2008,TV-MA,169 min,169,"Reality TV, Animation",7.6,61,TRUE,"Road of Signal 335 is a movie in the Reality TV, Animation category from Japan."
n00336,TV Show,Game of City 336,Ava DuVernay,"Alia Bhatt, Regé-Jean Page, Dev Patel",Japan,Japanese,12-05-2023,2011,TV-MA,1 Season,,"Mystery, Drama",7.4,82,TRUE,"Game of City 336 is a tv show in the Mystery, Drama category from Japan."
n00337,Movie,Mystery of Code 337,Alfonso Cuarón,"Úrsula Corberó, Regé-Jean Page, Kiara Advani",Canada,English,22-02-2020,2020,TV-14,80 min,80,"Reality TV, Documentary",7.5,68,TRUE,"Mystery of Code 337 is a movie in the Reality TV, Documentary category from Canada."
n00338,TV Show,Marriage Story: Origins,Mike Flanagan,"Kriti Sanon, Rajkummar Rao, Daniel Craig",India,Tamil,07-07-2024,2023,TV-MA,2 Seasons,,"Drama, Action",7.6,59,TRUE,"Marriage Story: Origins is a tv show in the Drama, Action category from India."
n00339,Movie,Love of Signal 339,Rian Johnson,"Song Kang, Lee Jung-jae, Regé-Jean Page",Japan,Japanese,10-11-2022,2022,TV-PG,149 min,149,History,8,69,FALSE,Love of Signal 339 is a movie in the History category from Japan.
n00340,Movie,Island of Club 340,Baran bo Odar,"Song Kang, Anya Taylor-Joy, Ana de Armas",South Korea,Korean,12-09-2016,1995,TV-14,100 min,100,History,6.9,43,FALSE,Island of Club 340 is a movie in the History category from South Korea.
n00341,Movie,Code of Island 341,Zoya Akhtar,"Florence Pugh, Jenna Ortega, Ana de Armas",United States,Spanish,21-01-2024,2017,PG-13,147 min,147,"Comedy, Mystery",7.9,71,TRUE,"Code of Island 341 is a movie in the Comedy, Mystery category from United States."
n00342,Movie,Signal of Season 342,Martin Scorsese,"Daniel Craig, Anya Taylor-Joy, Vicky Kaushal",United Kingdom,English,27-09-2024,2024,TV-14,118 min,118,"Action, War",6.4,82,TRUE,"Signal of Season 342 is a movie in the Action, War category from United Kingdom."
n00343,TV Show,Mindhunter: Aftermath,Vikramaditya Motwane,"Lee Jung-jae, Rajkummar Rao, Ana de Armas",Germany,German,29-07-2020,2013,TV-14,2 Seasons,,"Romance, Sci-Fi, Reality TV",6.4,65,TRUE,"Mindhunter: Aftermath is a tv show in the Romance, Sci-Fi, Reality TV category from Germany."
n00344,TV Show,Diary of Chronicles 344,Greta Gerwig,"Úrsula Corberó, Dev Patel, Claire Foy",France,French,28-11-2023,2023,TV-14,1 Season,,"Action, Reality TV",5.8,65,FALSE,"Diary of Chronicles 344 is a tv show in the Action, Reality TV category from France."
n00345,Movie,Love of Chronicles 345,Baran bo Odar,"Jenna Ortega, Chris Hemsworth, Henry Cavill",India,Tamil,23-02-2024,2024,TV-14,169 min,169,"Horror, Comedy",6.3,89,TRUE,"Love of Chronicles 345 is a movie in the Horror, Comedy category from India."
n00346,Movie,City of Season 346,Vikramaditya Motwane,"Alia Bhatt, Ana de Armas, Ryan Reynolds",Sweden,Swedish,12-09-2017,2006,TV-14,131 min,131,"Drama, Animation",7.5,62,FALSE,"City of Season 346 is a movie in the Drama, Animation category from Sweden."
n00347,Movie,Cobra Kai: Reborn,Martin Scorsese,"Jenna Ortega, Kriti Sanon, Rajkummar Rao",United States,Spanish,28-04-2019,2014,TV-MA,85 min,85,"War, Thriller, Action",6.6,65,TRUE,"Cobra Kai: Reborn is a movie in the War, Thriller, Action category from United States."
n00348,Movie,Shadow of Legacy 348,Steven Soderbergh,"Regé-Jean Page, Úrsula Corberó, Scarlett Johansson",Brazil,Portuguese,26-09-2020,2008,TV-14,165 min,165,Mystery,6.8,73,FALSE,Shadow of Legacy 348 is a movie in the Mystery category from Brazil.
n00349,TV Show,Signal of House 349,Noah Baumbach,"Penn Badgley, Ana de Armas, Ryan Reynolds",United States,Spanish,26-05-2018,2018,PG-13,2 Seasons,,Horror,7.7,84,FALSE,Signal of House 349 is a tv show in the Horror category from United States.
n00350,Movie,Diary of Dream 350,Mike Flanagan,"Florence Pugh, Adam Driver, Kiara Advani",Turkey,Turkish,07-04-2022,2022,PG-13,158 min,158,Romance,7.6,77,FALSE,Diary of Dream 350 is a movie in the Romance category from Turkey.
n00351,Movie,Game of Trial 351,Ava DuVernay,"Jenna Ortega, Dev Patel, Penn Badgley",Germany,German,06-09-2018,2017,TV-PG,101 min,101,"Sports, Adventure",6.3,89,FALSE,"Game of Trial 351 is a movie in the Sports, Adventure category from Germany."
n00352,TV Show,Never Have I Ever: Aftermath,Alfonso Cuarón,"Kiara Advani, Song Kang, Penn Badgley",India,Hindi,28-04-2018,2018,TV-14,1 Season,,Adventure,6.3,94,FALSE,Never Have I Ever: Aftermath is a tv show in the Adventure category from India.
n00353,Movie,Kingdom of Mystery 353,Mike Flanagan,"Penn Badgley, Ana de Armas, Jenna Ortega",Canada,English,09-07-2022,2018,TV-PG,108 min,108,"Sports, Family",6.2,88,TRUE,"Kingdom of Mystery 353 is a movie in the Sports, Family category from Canada."
n00354,Movie,Narcos: Origins,Greta Gerwig,"Ryan Reynolds, Florence Pugh, Ana de Armas",United Kingdom,English,05-05-2018,2014,TV-14,143 min,143,"Sci-Fi, Romance",7.2,79,TRUE,"Narcos: Origins is a movie in the Sci-Fi, Romance category from United Kingdom."
n00355,Movie,Mystery of Road 355,Lana Wachowski,"Kriti Sanon, Anya Taylor-Joy, Vicky Kaushal",Germany,German,22-02-2022,2022,R,184 min,184,Action,6.6,62,FALSE,Mystery of Road 355 is a movie in the Action category from Germany.
n00356,Movie,The Sandman: Aftermath,Álex Pina,"Ryan Reynolds, Rajkummar Rao, Vicky Kaushal",Canada,English,14-06-2024,2020,TV-14,135 min,135,"Sports, Mystery",8.5,84,TRUE,"The Sandman: Aftermath is a movie in the Sports, Mystery category from Canada."
n00357,Movie,House of Island 357,Álex Pina,"Alia Bhatt, Jenna Ortega, Henry Cavill",United States,Spanish,17-12-2020,2020,TV-MA,81 min,81,"Drama, Family, Reality TV",6.7,87,FALSE,"House of Island 357 is a movie in the Drama, Family, Reality TV category from United States."
n00358,Movie,Season of Game 358,Ava DuVernay,"Penn Badgley, Jenna Ortega, Rajkummar Rao",United States,Spanish,08-04-2023,2023,TV-MA,146 min,146,"Sports, Documentary, Family",6.8,95,TRUE,"Season of Game 358 is a movie in the Sports, Documentary, Family category from United States."
n00359,Movie,House of Game 359,Ryan Murphy,"Ana de Armas, Florence Pugh, Ryan Reynolds",Japan,Japanese,05-11-2021,2019,TV-14,120 min,120,Drama,6.8,73,TRUE,House of Game 359 is a movie in the Drama category from Japan.
n00360,TV Show,War of Mystery 360,Shonda Rhimes,"Rajkummar Rao, Penn Badgley, Adam Driver",Mexico,Spanish,04-02-2020,2020,TV-14,4 Seasons,,"Fantasy, Crime, Mystery",6.7,100,FALSE,"War of Mystery 360 is a tv show in the Fantasy, Crime, Mystery category from Mexico."
